name,location,cuisines,votes,rating,cost_for_two
LIT Gastro Pub,Jayanagar,"Chinese, Continental, Burger, Pizza",215,3.4,1000.0
Krazzy Folds,Jayanagar,"Cafe, Continental, Sandwich, Beverages",1919,4.2,800.0
The Blue Wagon - Kitchen,Jayanagar,"Cafe, Beverages",256,4.6,400.0
Golden Oak - La Marvella Sarovar Premiere Hotel,Jayanagar,"North Indian, Continental, Chinese, South Indian",371,3.9,1000.0
The Royal Corner - Pai Viceroy,Jayanagar,"North Indian, Chinese",815,4.2,900.0
Desi Rasoi,Jayanagar,"Biryani, North Indian, Chinese, Rajasthani",363,3.8,600.0
La Casa,Jayanagar,"Continental, Italian, Chinese, North Indian",571,3.6,800.0
Punjabi Raswada,Jayanagar,North Indian,432,3.6,800.0
Sri Udupi Food Hub,Jayanagar,"South Indian, North Indian, Chinese, Beverages",176,4.1,500.0
Starbucks,Jayanagar,"Cafe, Desserts",110,4.1,700.0
The Krishna Grand Xpress,Jayanagar,"South Indian, Fast Food",137,4.0,350.0
Euki,Jayanagar,"Italian, Mexican",553,4.0,900.0
Biriyani Mane,Jayanagar,"Biryani, Chinese, North Indian",159,3.7,700.0
Willys Top Cafe,Jayanagar,"Cafe, Continental, Asian",310,4.0,750.0
Empark Inn Restaurant,Jayanagar,"North Indian, Chinese, South Indian",38,3.7,350.0
Taj Durbar,Jayanagar,"North Indian, BBQ",85,3.8,400.0
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",234,3.9,800.0
Curry Leaves,Jayanagar,"Andhra, North Indian, Chinese",233,3.8,600.0
Sukh Sagar,Jayanagar,"South Indian, North Indian, Chinese, Street Food",156,3.8,450.0
Restro Cafe,Jayanagar,Cafe,30,3.8,400.0
Uttar Karnataka Meals Restaurant,Jayanagar,South Indian,26,3.8,200.0
Hyderabad Bawarchi,Jayanagar,"North Indian, Biryani, Chinese",118,3.9,800.0
A2B Veg - Adyar Ananda Bhavan,Jayanagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",210,2.8,400.0
De Thaali,Jayanagar,"North Indian, Chinese",145,3.9,550.0
Pizza Hut,Jayanagar,"Pizza, Fast Food",706,3.8,750.0
The Lounge - Eden Park Restaurants,Jayanagar,"North Indian, Afghan",152,3.7,1350.0
Nandhini Deluxe,Jayanagar,North Indian,336,3.6,600.0
City Durbar,Jayanagar,"North Indian, Chinese, Biryani",72,3.7,450.0
Navami,Jayanagar,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",80,3.5,750.0
New Prashanth Hotel,Jayanagar,"South Indian, Biryani, Chinese, North Indian",142,3.7,750.0
Clove Rooftop,Jayanagar,"Konkan, Seafood",234,3.8,1000.0
La Grande Cafe,Jayanagar,Cafe,46,3.8,400.0
Rustic Stove,Jayanagar,"North Indian, South Indian, Biryani, Beverages",582,3.7,900.0
Pure & Natural,Jayanagar,"Healthy Food, Beverages, Fast Food",212,3.9,500.0
Cross Road Cafe,Jayanagar,"Cafe, Fast Food, Chinese",91,3.9,300.0
English Channel,Jayanagar,Finger Food,49,3.8,1200.0
Samskruti - Sanman Gardenia,Jayanagar,"North Indian, Chinese, South Indian",142,4.0,550.0
Sarvam's,Jayanagar,"North Indian, Chinese, Continental, Pizza",44,3.7,550.0
The Trundle,Jayanagar,"Chinese, Thai, Continental, North Indian",133,3.7,700.0
Kollapuri's,Jayanagar,Maharashtrian,135,3.6,600.0
Parivar,Jayanagar,"North Indian, Chinese",110,3.8,500.0
Tummy Fuel,Jayanagar,"Cafe, Beverages, Fast Food",450,4.1,400.0
Amaravathi Bar & Restaurant,Jayanagar,"North Indian, Chinese, Seafood",43,3.7,650.0
Iyengar's Inn,Jayanagar,South Indian,53,4.1,100.0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,"North Indian, Afghan",176,3.8,1350.0
Grazers,Jayanagar,"Cafe, Burger, Continental, Italian, Desserts",297,3.9,650.0
Karavali Family Restaurant,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese",90,3.5,500.0
Upahara Sagar,Jayanagar,"South Indian, North Indian, Chinese",25,3.0,300.0
Mug N Bean,Jayanagar,"Cafe, Continental, Italian, Burger",247,3.9,400.0
The Yellow Chilli,Jayanagar,"North Indian, Mughlai, Biryani",583,3.8,1200.0
Desi Cream Junction,Jayanagar,"Chinese, North Indian, Pizza, Italian",36,3.7,650.0
Brew Bakes,Jayanagar,"Cafe, Continental, Italian",13,3.4,550.0
Sk Grand Hotel,Jayanagar,South Indian,6,3.2,400.0
Java City,Jayanagar,"Cafe, American, Pizza",157,2.5,450.0
Ugadi,Jayanagar,"North Indian, Chinese, Biryani, Andhra, Mangalorean",177,2.9,700.0
21 C - La Marvella Sarovar Premiere Hotel,Jayanagar,Continental,15,3.6,1000.0
Pavithra Restaurant,Jayanagar,"South Indian, North Indian, Chinese",135,3.2,300.0
MRS Paradise,Jayanagar,"South Indian, North Indian, Chinese",21,3.4,650.0
Shree Sagar,Jayanagar,"North Indian, South Indian, Chinese",33,2.8,500.0
Cafe Coffee Day,Jayanagar,"Cafe, Fast Food",20,3.5,900.0
Shree Udupi Grand,Jayanagar,"South Indian, North Indian, Chinese",14,3.8,600.0
Canton,Jayanagar,"Chinese, Seafood, Biryani",197,3.4,800.0
Chat Wala,Jayanagar,Street Food,31,3.8,150.0
The Denny's,Jayanagar,"North Indian, Chinese",93,3.7,900.0
Lambsters,Jayanagar,"North Indian, Chinese",0,3.6,700.0
Hotel Smile,Jayanagar,"North Indian, Chinese",6,3.1,550.0
Kolkata Restaurant,Jayanagar,"Bengali, North Indian, Chinese",7,3.1,300.0
Chung Wah,Jayanagar,"Chinese, Thai, Momos",330,3.7,850.0
Halli Jonne Biriyani,Jayanagar,"Biryani, Kebab",391,4.2,400.0
KFC,Jayanagar,"Burger, Fast Food",358,3.3,400.0
Maiyas,Jayanagar,"North Indian, South Indian, Fast Food, Juices",1784,4.0,200.0
Hari Super Sandwich,Jayanagar,"Fast Food, Street Food",1833,4.4,200.0
Kabab Magic,Jayanagar,"North Indian, Kebab, Fast Food",961,4.0,500.0
Ilyazsab Shawarma Cafe,Jayanagar,"Fast Food, Rolls",0,3.6,300.0
Kailash Parbat,Jayanagar,"South Indian, Chinese, North Indian",79,3.9,1200.0
Rajanna Military Hotel,Jayanagar,"Biryani, Fast Food",171,4.1,400.0
Bengaluru Cafe,Jayanagar,South Indian,135,4.5,150.0
Bombay Talkies,Jayanagar,"Maharashtrian, Fast Food, Street Food, Sandwich",23,3.7,200.0
Vakulaa Veg Restaurant,Jayanagar,"South Indian, North Indian",53,3.9,200.0
Sri Sai 99 Variety Dosa,Jayanagar,South Indian,38,3.6,300.0
Brahmin Tiffins & Coffee,Jayanagar,South Indian,424,4.2,100.0
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",339,3.9,400.0
Burger King,Jayanagar,"Burger, Fast Food, Beverages",1075,3.9,600.0
Domino's Pizza,Jayanagar,"Pizza, Fast Food",466,3.7,400.0
Ishta Cafe,Jayanagar,"Pizza, South Indian, Healthy Food",42,3.9,500.0
Pani Kum Chai,Jayanagar,Fast Food,67,3.9,200.0
Wat-a-Burger!,Jayanagar,"Burger, Sandwich, Beverages",109,3.9,500.0
Subway,Jayanagar,"Salad, Fast Food",113,3.1,600.0
SLV Ragigudda,Jayanagar,"South Indian, North Indian, Chinese",0,3.7,400.0
Food Springs,Jayanagar,"South Indian, Chinese",233,4.0,400.0
Karnataka Bhel House,Jayanagar,Street Food,65,3.9,100.0
Magic Meals,Jayanagar,"Fast Food, Desserts, Beverages",44,3.7,400.0
Uphar Dharshni,Jayanagar,"South Indian, North Indian",15,3.6,150.0
Petoo,Jayanagar,"North Indian, Fast Food, Street Food",20,3.9,800.0
McDonald's,Jayanagar,"Fast Food, Burger",181,3.7,500.0
Mysuru Coffee Thindi,Jayanagar,"South Indian, Coffee",311,4.1,200.0
Sandwichwallas,Jayanagar,Fast Food,104,3.9,200.0
J K Fish Land,Jayanagar,"Seafood, Mangalorean",35,3.6,300.0
Fanoos Xprss,Jayanagar,"Arabian, Rolls, North Indian, BBQ",54,3.7,400.0
Kalpavriksha Upahara,Jayanagar,"South Indian, North Indian, Chinese",126,4.0,400.0
Starlite Bakery & Fastfood,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",24,3.9,300.0
Ande Ka Funda,Jayanagar,"Fast Food, North Indian",30,3.5,200.0
Rajvardhan Foods,Jayanagar,"Street Food, Maharashtrian",315,3.9,300.0
All Aromas,Jayanagar,"North Indian, Biryani",0,4.3,400.0
SGS Non Veg - Gundu Pulav,Jayanagar,"Biryani, Fast Food",70,3.4,400.0
Bakers77,Jayanagar,"Bakery, Fast Food",37,3.9,400.0
MDP Coffee House,Jayanagar,South Indian,38,3.8,200.0
Kaapi Kendra,Jayanagar,South Indian,16,3.7,100.0
Sandwich Hub,Jayanagar,"Fast Food, Sandwich",12,3.4,300.0
Bangalore Agarwal Bhavan,Jayanagar,"Street Food, North Indian, South Indian",138,3.9,400.0
New Udupi Upahar,Jayanagar,"South Indian, North Indian",23,3.3,300.0
Anda Ka Funda,Jayanagar,"North Indian, Chinese",14,3.2,300.0
Tangra Indo - Chinese Cuisine,Jayanagar,"Chinese, Thai",29,3.5,400.0
Chetty's Corner,Jayanagar,"Fast Food, Burger",21,3.6,150.0
Trendz Corner,Jayanagar,"South Indian, North Indian",31,3.6,200.0
Vasudev Adiga's,Jayanagar,"South Indian, North Indian, Chinese, Street Food",266,3.8,250.0
Paratha Junction,Jayanagar,"North Indian, Chinese",399,3.3,300.0
Vijayalakshmi Veg,Jayanagar,South Indian,100,3.9,200.0
Fishland Deluxe,Jayanagar,"South Indian, North Indian, Chinese, Kebab",9,3.5,500.0
36th Cross Coffee Mane,Jayanagar,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",19,3.8,200.0
Ambur Star Dum Biryani,Jayanagar,Biryani,18,3.4,100.0
Donne Biriyani House,Jayanagar,"Biryani, Andhra, Kebab",407,3.6,400.0
Polar Bear,Jayanagar,"Desserts, Ice Cream, Beverages, Sandwich",47,3.8,400.0
Raghavendra Upahara,Jayanagar,South Indian,20,3.7,200.0
Nandhi Andhra Style Family Restaurant,Jayanagar,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",14,3.4,400.0
Anand Donne Biriyani,Jayanagar,Biryani,46,3.7,200.0
Adiga's,Jayanagar,South Indian,56,3.7,150.0
Big Bites,Jayanagar,"Chinese, Fast Food",21,3.6,200.0
Vybhava,Jayanagar,"South Indian, North Indian",39,3.8,250.0
Leon Grill,Jayanagar,"Burger, Fast Food",421,4.1,500.0
Khan Saheb Grills and Rolls,Jayanagar,"Fast Food, Rolls",135,3.9,350.0
Jayanagar Grill House,Jayanagar,"Biryani, Kebab",35,3.5,250.0
Vinaya Cafe,Jayanagar,"South Indian, Street Food, Juices",11,3.4,200.0
Shree Venkateshwara North Karnataka Hotel,Jayanagar,South Indian,82,4.0,200.0
Wahab,Jayanagar,"North Indian, Mughlai, Chinese",97,3.7,350.0
Vennela Andhra Meals,Jayanagar,Andhra,23,3.0,400.0
Rotti Mane,Jayanagar,South Indian,15,3.7,200.0
Nandhanus Rasoi,Jayanagar,"Chinese, Rolls, North Indian",9,3.4,200.0
Brews N Bites,Jayanagar,"Chinese, Fast Food, Cafe",62,3.0,650.0
Jayanagara Donne Biryani,Jayanagar,"Biryani, South Indian",62,3.6,400.0
Kickin Burger,Jayanagar,Fast Food,22,3.1,400.0
Rakesh Kumar Pani Poori,Jayanagar,Street Food,13,3.7,100.0
Sangam Military Hotel,Jayanagar,South Indian,14,3.3,250.0
Crave Bite,Jayanagar,"Chinese, Italian, Fast Food, Momos",19,3.6,400.0
Just Bunny,Jayanagar,Fast Food,11,3.5,200.0
Chef Master,Jayanagar,"Kerala, North Indian, Chinese",76,3.8,300.0
Adithya,Jayanagar,"North Indian, Chinese",9,3.2,400.0
Pizza Stop,Jayanagar,"Pizza, Italian",145,3.4,600.0
Adithya,Jayanagar,"South Indian, North Indian, Chinese",29,3.7,300.0
Hotel Paradise,Jayanagar,Fast Food,5,3.3,200.0
Five Star Chicken,Jayanagar,"Fast Food, Burger",4,3.3,300.0
Shri Vinayaka Ice N Juice,Jayanagar,"Fast Food, Beverages",17,3.7,200.0
Shree Balaji Paratha House,Jayanagar,North Indian,17,3.0,200.0
Combo King Paramount,Jayanagar,"Chinese, Kerala",12,3.1,500.0
Saarangi Express,Jayanagar,"Fast Food, South Indian",6,3.4,250.0
The Little Kitchen,Jayanagar,"Chinese, Momos",27,3.7,300.0
Adithya Veg,Jayanagar,"South Indian, Chinese",10,3.3,300.0
Ramji Chaiwale,Jayanagar,"Beverages, Fast Food",20,3.6,250.0
Pappu Da Dhaba,Jayanagar,"North Indian, Fast Food, Beverages, Momos",58,3.2,400.0
Siddique Kabab Centre,Jayanagar,"Mughlai, Kebab, Chinese",68,3.1,550.0
Halli Rotti Manne,Jayanagar,South Indian,9,3.4,100.0
Chinese House,Jayanagar,"Chinese, Thai, Momos",19,2.9,300.0
The Pump House,JP Nagar,"Continental, Finger Food",721,4.3,1500.0
AB's - Absolute Barbecues,BTM,"European, Mediterranean, North Indian, BBQ",6452,4.9,1600.0
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",3864,4.8,1600.0
Sattvam,JP Nagar,"North Indian, South Indian",362,4.3,1200.0
Brewsky,JP Nagar,"Continental, American",4325,4.3,1600.0
Stories,JP Nagar,"American, Chinese, Continental, North Indian",2230,4.3,1200.0
Three Dots & A Dash,JP Nagar,"European, Continental",1230,4.3,1500.0
Chianti,Bannerghatta Road,Italian,800,4.5,1500.0
55 Wall Street,JP Nagar,"Finger Food, North Indian, Chinese",1791,3.9,1300.0
Chulha Chauki Da Dhaba,JP Nagar,North Indian,2447,4.3,800.0
Le Arabia,JP Nagar,"North Indian, Mughlai",146,4.2,600.0
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",1551,4.1,1000.0
Paradise,JP Nagar,"Biryani, North Indian, Kebab",1992,4.0,800.0
Nourich,JP Nagar,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",0,3.9,800.0
Crumb Together,JP Nagar,"Continental, Finger Food, North Indian, Chinese",591,4.1,1200.0
Jalsa,Banashankari,"North Indian, Mughlai, Chinese",783,4.1,800.0
Checkpost,JP Nagar,"South Indian, Seafood, North Indian, Beverages",960,4.0,600.0
Baba Chatkora,JP Nagar,North Indian,0,3.7,1000.0
Nandhana Palace,JP Nagar,"Andhra, Biryani, North Indian, Chinese",1083,4.3,800.0
Dr. Sheesha,JP Nagar,"Cafe, Chinese, Continental, Italian",1466,4.2,800.0
The Rogue Elephant,Basavanagudi,"Desserts, Asian, Beverages",1038,4.3,1000.0
Malabar Bay,BTM,"Kerala, Seafood, Chinese, Biryani, Juices",1542,4.1,800.0
Galito's,Bannerghatta Road,"African, Burger",414,4.5,1000.0
Wamama,Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",361,4.2,800.0
Bottle Breacher,JP Nagar,"Italian, Continental",1204,4.1,1200.0
Churchill's,JP Nagar,"North Indian, Continental",1411,4.1,1100.0
The Underpass Pub & Grub,JP Nagar,"Finger Food, Continental, North Indian, Chinese",726,4.0,1500.0
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",2130,4.2,800.0
Rajdhani Thali Restaurant,JP Nagar,North Indian,889,4.0,900.0
Narmadha's Hyderabad Biriyani,BTM,"Biryani, Hyderabadi",206,3.9,600.0
BEIR,Bannerghatta Road,"Mexican, American",0,3.6,800.0
Oye Amritsar,JP Nagar,North Indian,768,3.8,600.0
Skyline Pizzeria,JP Nagar,"Cafe, Bakery, Italian",769,4.0,600.0
Mockaholic Restro Beer Cafe,JP Nagar,"North Indian, Chinese, Pizza, BBQ",922,3.9,1000.0
Coastal Mama,JP Nagar,"Konkan, Mangalorean, North Indian, Seafood",468,4.1,700.0
Zhang's - Chinese Restaurant,JP Nagar,"Chinese, Momos",592,4.1,700.0
Dadi's Dum Biryani,BTM,"Biryani, North Indian, Mughlai",2727,4.1,800.0
Polamma's Mess,BTM,"North Indian, Chinese, Biryani",185,4.2,300.0
Caffe Pascucci,JP Nagar,"Continental, Italian, Beverages",791,4.0,1300.0
Watson's,JP Nagar,"Finger Food, Chinese, Continental",1017,4.0,1300.0
The Jade Kitchen,JP Nagar,"Chinese, Thai",118,3.9,600.0
Punjabi Times,Bannerghatta Road,North Indian,1028,4.1,1000.0
D View Cafe,JP Nagar,"Cafe, Italian, Chinese, Beverages",509,4.0,1000.0
Mandi,JP Nagar,North Indian,563,3.8,800.0
Crafted Plate,JP Nagar,"Cafe, Asian, Burger, Continental, Italian, Salad",240,4.2,600.0
Vaathsalya Millet Cafe,JP Nagar,"Healthy Food, South Indian",294,4.1,500.0
Ruh's Cafe,BTM,"Cafe, American, Italian, Continental, Chinese",465,4.1,500.0
Onesta,JP Nagar,"Pizza, Cafe, Italian",4421,4.3,600.0
Swad Restaurant,BTM,"North Indian, Chinese, Seafood",115,3.7,500.0
Parkview,JP Nagar,"South Indian, North Indian, Chinese",130,4.0,300.0
Chicken County Grand,Bannerghatta Road,"North Indian, Chinese",324,3.9,650.0
Casa Piccosa,JP Nagar,"South American, Continental, Italian",848,4.1,1100.0
J Spice,Banashankari,"North Indian, Chinese",59,3.8,750.0
Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,South Indian,564,4.1,150.0
Aramane Donne Biryani,JP Nagar,"Biryani, Fast Food",0,3.7,300.0
Namma Kudla,JP Nagar,"Mangalorean, North Indian, Chinese, Seafood",200,3.9,400.0
Mavalli Tiffin Room (MTR),JP Nagar,South Indian,875,4.2,300.0
Gujrati Mess,JP Nagar,Gujarati,19,3.7,200.0
Anjappar,JP Nagar,"Chettinad, South Indian",100,2.7,650.0
Bhojohori Manna,JP Nagar,"Bengali, Mughlai",666,3.8,650.0
California Burrito,JP Nagar,"Mexican, Fast Food",99,4.1,400.0
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,Bohri,52,3.6,300.0
Madeena Hotel,Bannerghatta Road,"North Indian, Mughlai, Biryani",54,3.9,400.0
Cafe Vivacity,Banashankari,Cafe,91,3.8,650.0
Sri Lakshmi Curries & Pickles,JP Nagar,"Andhra, Biryani",60,2.9,400.0
Kannur Food Point,BTM,"Kerala, Chinese",139,4.0,200.0
Royal Paris,BTM,"North Indian, Arabian, Chinese",71,3.9,1000.0
Crave Bit Cafe,JP Nagar,Cafe,0,3.7,600.0
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",523,4.1,550.0
Mecaf Family Restaurant,BTM,"North Indian, Chinese, Fast Food, Rolls, Beverages",214,3.9,600.0
The Shawarma Shop,BTM,Arabian,382,4.1,250.0
Roving Feast,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",1050,4.0,450.0
Hara Fine Dine,Banashankari,"North Indian, Chinese",634,4.0,800.0
Savoury - Sea Shell Restaurant,Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",1230,3.9,900.0
Nouvelle Garden,JP Nagar,"North Indian, Continental, Italian",203,3.7,900.0
Biryani Nights,Bannerghatta Road,"South Indian, North Indian, Chinese",20,3.5,400.0
Wudfyr,JP Nagar,"Fast Food, Italian, North Indian, Steak",0,3.8,700.0
Shagun Sweets & Foods,BTM,"Mithai, North Indian, Street Food, Chinese",221,3.6,400.0
Navya Foods,HSR,"North Indian, Fast Food",7,3.4,300.0
Black Cup Cafe,BTM,"Cafe, Fast Food, Beverages",28,3.7,400.0
Drunken Monkey,JP Nagar,"Beverages, Fast Food",125,3.7,400.0
Tandoor Garden,BTM,"North Indian, Chinese, Kebab",71,3.6,350.0
The Paratha Stories,JP Nagar,North Indian,0,3.9,250.0
Xpress Chai,BTM,Tea,31,3.7,150.0
Modern Restaurant,BTM,"North Indian, Chinese",18,3.0,450.0
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",166,4.0,1000.0
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",46,3.7,400.0
Alfa Family Restaurant,Wilson Garden,"North Indian, Arabian, Chinese",30,3.0,400.0
Beijing Bites,JP Nagar,"Chinese, Thai",99,4.0,850.0
The Punjabi Rasoi,JP Nagar,North Indian,0,3.4,800.0
Roti Wala,BTM,North Indian,200,4.2,300.0
Maa'r Rannaghor,JP Nagar,"Bengali, Chinese",22,3.9,400.0
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,344,4.4,100.0
Messy Bowl,Banashankari,"Fast Food, Beverages",73,3.5,500.0
Royal Chef Naati Oota,JP Nagar,"South Indian, Biryani, North Indian",194,4.0,500.0
Swathi Restaurant,JP Nagar,"Mangalorean, North Indian, Chinese",49,3.9,400.0
Kirthi's Biryani,Banashankari,"Chinese, Cafe, Italian",146,3.8,700.0
Woody's,JP Nagar,"Chinese, South Indian, North Indian",208,2.5,650.0
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",893,3.9,750.0
Desi Aahar,BTM,"North Indian, Chinese, Seafood",0,3.3,400.0
Namma Banashankari Donne Biryani,JP Nagar,"Biryani, Kebab",101,4.1,250.0
White Horse,JP Nagar,"North Indian, Mangalorean, Chinese",179,3.8,400.0
New Imperial Restaurant,Banashankari,"North Indian, Chinese",41,3.7,450.0
Coconut Grove,JP Nagar,"South Indian, Chettinad, Kerala, Seafood",97,3.3,1100.0
Marenahalli Donne Biriyani,JP Nagar,"Biryani, Fast Food",263,4.0,300.0
Ashirvaad Grand,BTM,"Chinese, North Indian, South Indian",115,4.0,400.0
Srikrishna Bhavan,Banashankari,"South Indian, North Indian, Chinese",42,3.8,300.0
Cafe Mondo,Basavanagudi,"Cafe, Italian, Beverages",513,3.7,600.0
Udupi Grand,Basavanagudi,"South Indian, North Indian, Chinese",76,3.8,300.0
Avon Bar & Kitchen,BTM,"Andhra, Chinese, North Indian",105,3.8,700.0
Marwa Restaurant,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",552,3.5,600.0
Pallavi North Indian Veg Restaurant,JP Nagar,"Biryani, North Indian, Chinese",246,3.7,450.0
Peat & Fire,JP Nagar,"North Indian, Maharashtrian",0,3.8,700.0
Gowdru Mane Oota,JP Nagar,"South Indian, Andhra",83,3.7,400.0
Tasty Bites,JP Nagar,North Indian,217,3.8,450.0
Millet Mama,Basavanagudi,"South Indian, Healthy Food",18,3.9,200.0
The Foodyz,JP Nagar,"North Indian, Chinese",43,3.6,500.0
Just Sandwiches,BTM,Sandwich,10,3.6,100.0
Shri Ram Sweet Centre,BTM,"Street Food, Mithai",160,4.0,150.0
Upahara Darshini,Basavanagudi,South Indian,255,4.2,150.0
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery, Arabian, Fast Food",69,3.8,700.0
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",520,3.7,400.0
Krishna Vaibhava,BTM,"North Indian, South Indian",42,3.5,350.0
Chinese Square,Basavanagudi,Chinese,39,3.9,200.0
Smoke - The Sizzler House,Bannerghatta Road,"Continental, Chinese, Thai, Italian, BBQ, Steak",94,3.8,1100.0
Bhukkhad Baba,JP Nagar,"North Indian, Beverages",133,3.7,250.0
Prasiddhi Food Corner,JP Nagar,"Fast Food, North Indian, South Indian",171,3.7,200.0
Spice Up,JP Nagar,Chinese,146,3.8,600.0
Kaizen Wellness Kitchen,JP Nagar,"Asian, Continental, European",37,3.7,800.0
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food",910,4.0,600.0
Sri Rajasthani Foods,JP Nagar,"Rajasthani, North Indian",11,3.6,200.0
Smoor,Bannerghatta Road,"Desserts, Cafe, Beverages",17,3.6,900.0
Udupi Upachar,Banashankari,"South Indian, North Indian",7,3.5,500.0
House Of Kebabs,Basavanagudi,"North Indian, Kebab, Biryani, Chinese",547,3.9,700.0
Yummy Momos,JP Nagar,"Chinese, Tibetan, Fast Food",4,3.2,200.0
Green Onion,Bannerghatta Road,Chinese,50,3.0,400.0
Malabar Cafe,Bannerghatta Road,"South Indian, Kerala, Biryani",4,3.4,400.0
Faasos,JP Nagar,"North Indian, Biryani, Fast Food",313,3.9,500.0
Pizza Paradise,JP Nagar,Pizza,61,3.5,500.0
Chaitanya Grand,Bannerghatta Road,"South Indian, North Indian, Chinese",13,3.6,300.0
Anju's Cafe,JP Nagar,"Fast Food, North Indian, Continental",150,4.1,400.0
Zam Zam Darbar,BTM,"North Indian, Biryani, Chinese",84,2.9,500.0
Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",130,3.6,600.0
On The Nose,BTM,"Cafe, Italian, Mexican, Chinese",616,3.8,600.0
Paisa Vasool,Koramangala 7th Block,North Indian,395,3.3,400.0
Sri Raghavendra Davanagere Benne Dose Hotel,JP Nagar,South Indian,38,4.0,200.0
Al Hayath,BTM,"North Indian, Chinese",17,3.5,200.0
Brewz Coffee,BTM,Cafe,61,3.0,650.0
Bakers Town,BTM,"Cafe, Continental, Fast Food",42,3.5,600.0
Cravy Wings,Bannerghatta Road,"American, Burger, Fast Food",289,4.2,400.0
Pathaan Sir,Bannerghatta Road,"Rolls, Chinese",34,3.3,300.0
Bake and Juice,BTM,"Fast Food, North Indian",15,3.7,400.0
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",177,3.5,950.0
The Chocolate Room,JP Nagar,"Cafe, Desserts",154,3.9,400.0
B.M.W Bhookh Mitaane Wala,JP Nagar,"North Indian, South Indian, Chinese",15,3.9,500.0
Soup Station,Bannerghatta Road,Continental,11,3.7,300.0
Indori Chatorey,BTM,"North Indian, Street Food",137,2.8,300.0
South Point Pub,Basavanagudi,"North Indian, Seafood, Chinese",11,3.4,800.0
Sambram Biriyani Paradise,JP Nagar,"Biryani, North Indian, Chinese",96,3.6,600.0
The Cravery,JP Nagar,Cafe,18,2.6,500.0
The Biriyani Pedia,BTM,"Biryani, North Indian",58,4.0,300.0
Sri Nandi Grand,BTM,"North Indian, South Indian",7,3.5,300.0
Baba Ka Dhaba,BTM,North Indian,195,3.7,400.0
RK Fresh Food,BTM,Fast Food,14,3.5,300.0
